translation,label,predicted,output_llm
"Nếu bạn thích phim câm, thì ""The Birth of a Nation"" chắc chắn là một tác phẩm không thể bỏ qua đấy!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu bạn thích phim câm, thì ""The Birth of a Nation"" chắc chắn là một tác phẩm không thể bỏ qua đấy! [/INST] Non HS. The statement does not contain any explicit or implicit hate speech. It is expressing a personal preference for a film."
"@Pontifex và @georgesoros liên minh hủy diệt châu Âu và Mỹ, bọn chúng là giẻ rách của xã hội loài người! #Dừngnhậpcư",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: @Pontifex và @georgesoros liên minh hủy diệt châu Âu và Mỹ, bọn chúng là giẻ rách của xã hội loài người! #Dừngnhậpcư [/INST] Explicit HS."
"Người Do Thái đúng là ""đặc biệt"" theo một cách mà không dân tộc nào đủ sức cạnh tranh.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người Do Thái đúng là ""đặc biệt"" theo một cách mà không dân tộc nào đủ sức cạnh tranh. [/INST] Non HS. The statement does not contain any explicit or implicit hate speech."
"Hầu hết phụ nữ đều như loài thấp hèn, không thể tin tưởng để giữ chức vụ cao.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Hầu hết phụ nữ đều như loài thấp hèn, không thể tin tưởng để giữ chức vụ cao. [/INST] Explicit HS."
"Mình mong bạn không nghĩ mình phân biệt gì nhé, chỉ là mình muốn chia sẻ cảm xúc của mình với bạn thôi.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mình mong bạn không nghĩ mình phân biệt gì nhé, chỉ là mình muốn chia sẻ cảm xúc của mình với bạn thôi. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
"Nếu họ tự hào về đất nước mình đến thế, sao không ở lại đó xây dựng mà cứ đổ xô sang Mỹ để làm gì?",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu họ tự hào về đất nước mình đến thế, sao không ở lại đó xây dựng mà cứ đổ xô sang Mỹ để làm gì? [/INST] Explicit HS. The statement implies a sense of disdain or contempt towards the country being referred to and the people who choose to stay there."
"Con đàn bà này đúng là con quỷ cái lớn nhất mà tao từng biết, mong Allah sẽ cho nó bị đày xuống địa ngục, và chắc chắn Allah sẽ làm thế, tao ghét con này, giá mà nó ở đây thì tao đã cho nó biết tay rồi. Con CHÓ CHÓ CHÓ CHÓ này!",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Con đàn bà này đúng là con quỷ cái lớn nhất mà tao từng biết, mong Allah sẽ cho nó bị đày xuống địa ngục, và chắc chắn Allah sẽ làm thế, tao ghét con này, giá mà nó ở đây thì tao đã cho nó biết tay rồi. Con CHÓ CHÓ CHÓ CHÓ này! [/INST] Explicit HS."
"khi đang học đại học, mình từng có bạn gái hơn một năm rưỡi và cứ nghĩ mình là trai thẳng, cho đến khi mình nhận ra bản thân không phải vậy.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: khi đang học đại học, mình từng có bạn gái hơn một năm rưỡi và cứ nghĩ mình là trai thẳng, cho đến khi mình nhận ra bản thân không phải vậy. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It is a personal reflection."
"Có vẻ như tao không thể gọi Hồi giáo là một tà giáo cổ vũ cho chiến tranh và xâm chiếm nước khác, rồi biện minh bằng kinh sách của chúng. Vậy thì tao có thể gọi bọn chúng là những kẻ thiển cận, định kiến, phân biệt giới tính và trọng nam khinh nữ không?",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Có vẻ như tao không thể gọi Hồi giáo là một tà giáo cổ vũ cho chiến tranh và xâm chiếm nước khác, rồi biện minh bằng kinh sách của chúng. Vậy thì tao có thể gọi bọn chúng là những kẻ thiển cận, định kiến, phân biệt giới tính và trọng nam khinh nữ không? [/INST] Explicit HS. The speaker is directly criticizing and labeling Buddhists as ""definers, separators, and gender discriminators."""
Đây là đứa con thứ 5 hay 6 của cô ta rồi. Nếu không có trợ cấp cho đám con này thì tụi nó đã không đẻ như máy trên lưng của dân đóng thuế Mỹ. Cần phải cấm ngay chuyện này. #NgưngDiCư,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Đây là đứa con thứ 5 hay 6 của cô ta rồi. Nếu không có trợ cấp cho đám con này thì tụi nó đã không đẻ như máy trên lưng của dân đóng thuế Mỹ. Cần phải cấm ngay chuyện này. #NgưngDiCư [/INST] Explicit HS."
"Chúng ta đang nói về nước Mỹ, chứ ai ở châu Phi mà quan tâm đến chị da trắng làm gì.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chúng ta đang nói về nước Mỹ, chứ ai ở châu Phi mà quan tâm đến chị da trắng làm gì. [/INST] Non HS. The statement does not contain any explicit or implicit hate speech towards a specific group."
"Sau đó, tụi tao sẽ có đủ mọi thứ để ném bom hạt nhân Makkah và hủy diệt đạo Hồi.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Sau đó, tụi tao sẽ có đủ mọi thứ để ném bom hạt nhân Makkah và hủy diệt đạo Hồi. [/INST] Explicit HS."
Cái đó mới được đặt ở đó vài giờ trước thôi.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Cái đó mới được đặt ở đó vài giờ trước thôi. [/INST] Non HS. The given text does not contain any explicit or implicit hate speech."
"Chính phủ của chúng ta đã mang lũ Hồi giáo xâm lược vào đất nước, giờ thì thấy con gái, phụ nữ của chúng ta bị hại.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chính phủ của chúng ta đã mang lũ Hồi giáo xâm lược vào đất nước, giờ thì thấy con gái, phụ nữ của chúng ta bị hại. [/INST] Explicit HS."
"Béo phì là do gen di truyền và người gốc Phi toàn là những đứa béo ú vì chúng nó chọn lối sống bừa bãi, không ra gì.",Explicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Béo phì là do gen di truyền và người gốc Phi toàn là những đứa béo ú vì chúng nó chọn lối sống bừa bãi, không ra gì. [/INST] Implicit HS. The statement implies a negative attitude towards obese people without directly using hate speech."
"Đó chỉ là cái mặt nạ mà người Do Thái đeo trước xã hội thôi, thực ra họ có nhiều quan điểm và niềm tin khác nhau lắm.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Đó chỉ là cái mặt nạ mà người Do Thái đeo trước xã hội thôi, thực ra họ có nhiều quan điểm và niềm tin khác nhau lắm. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Và họ mong đợi gì? Những khu nghỉ dưỡng năm sao! Chắc là ở Đức sống sướng hơn ở quê nhà rồi... nếu không thì về lại thôi! Đơn giản mà! #NgườiTịNạn,Non HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Và họ mong đợi gì? Những khu nghỉ dưỡng năm sao! Chắc là ở Đức sống sướng hơn ở quê nhà rồi... nếu không thì về lại thôi! Đơn giản mà! #NgườiTịNạn [/INST] Explicit HS."
Thế giới này quá đầy bạo lực rồi. Tụi da đen nghèo kia quá nhiều. Phải giải quyết đám tội phạm ấy trước khi quá muộn.,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Thế giới này quá đầy bạo lực rồi. Tụi da đen nghèo kia quá nhiều. Phải giải quyết đám tội phạm ấy trước khi quá muộn. [/INST] Explicit HS. The text directly refers to specific groups of people using derogatory language and expresses a desire to take action against them."
"Chắc chắn nếu tao thấy đám Hồi giáo xấu xa, tao sẽ bắn tụi nó bằng AK của tao.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chắc chắn nếu tao thấy đám Hồi giáo xấu xa, tao sẽ bắn tụi nó bằng AK của tao. [/INST] Explicit HS."
"Mình thấy bạn nói được hai thứ tiếng trôi chảy thật là đỉnh, ước gì mình cũng nói được một ngôn ngữ nào khác ngoài tiếng Anh.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mình thấy bạn nói được hai thứ tiếng trôi chảy thật là đỉnh, ước gì mình cũng nói được một ngôn ngữ nào khác ngoài tiếng Anh. [/INST] Non HS. The given text is not explicit or implicitly hateful. It is a neutral statement."
"Hồi học trường Montessori, tầm 3 tuổi, mình như tự làm ""mẹ hổ"" của mình luôn ấy... ký ức hơi mơ màng (nhạc nhẹ nhàng bật lên) nhưng mẹ bảo lúc đó có mấy cái vòng hula, ai mà dám bước vào vòng của mình là mình vung tay liền.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Hồi học trường Montessori, tầm 3 tuổi, mình như tự làm ""mẹ hổ"" của mình luôn ấy... ký ức hơi mơ màng (nhạc nhẹ nhàng bật lên) nhưng mẹ bảo lúc đó có mấy cái vòng hula, ai mà dám bước vào vòng của mình là mình vung tay liền. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It describes a childhood memory in a neutral tone."
"Tên ấu dâm đã từng bị trục xuất này lại bị bắt tại Arizona. Chúng mày thấy không? Đây là chuyện xảy ra hằng ngày! Quá nhiều đám dân nhập cư bất hợp pháp đồi bại, đuổi hết chúng nó ra khỏi đây!",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tên ấu dâm đã từng bị trục xuất này lại bị bắt tại Arizona. Chúng mày thấy không? Đây là chuyện xảy ra hằng ngày! Quá nhiều đám dân nhập cư bất hợp pháp đồi bại, đuổi hết chúng nó ra khỏi đây! [/INST] Explicit HS. The text directly and explicitly expresses hatred towards certain groups of people."
Biến về cái xó nào mày chui ra đi!,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Biến về cái xó nào mày chui ra đi! [/INST] Explicit HS. The use of the word ""chui ra đi"" (push out) implies a direct and confrontational tone."
"Khó mà nhận ra ai đó có nguy hiểm cho bản thân hay người khác không, cho đến khi họ gây chuyện lớn.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Khó mà nhận ra ai đó có nguy hiểm cho bản thân hay người khác không, cho đến khi họ gây chuyện lớn. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Tôi chẳng hiểu sao mọi người cứ thích làm phức tạp chuyện đơn giản như giới tính.,Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tôi chẳng hiểu sao mọi người cứ thích làm phức tạp chuyện đơn giản như giới tính. [/INST] Non HS. The statement does not contain explicit or implicit hate speech."
Cảm ơn bạn đã chia sẻ những điều hay để mình dạy cho các bé.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Cảm ơn bạn đã chia sẻ những điều hay để mình dạy cho các bé. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Người Do Thái chỉ biết ích kỷ và tham lam.,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người Do Thái chỉ biết ích kỷ và tham lam. [/INST] Based on the given text, it is difficult to definitively label it as Explicit HS, Implicit HS, or Non HS without additional context. The statement ""Người Do Thái chỉ biết ích kỷ và tham lam"" can be translated to ""Do Thái only knows how to cause trouble and interfere."" While there is a negative connotation to the statement, it does not explicitly name or directly attack a specific group of people, making it more likely to be classified as Implicit HS rather than Explicit HS. However, without further information about the context in which this statement was made or the relationship between the speaker and Do Thái, it is important to note that this is only an educated guess and not a definitive classification."
Có muốn tham gia cùng chị hàng xóm @BettyHCruz của chúng mình góp sức cho công việc hòa nhập dân nhập cư không? Tham dự Hội nghị Thường niên Toàn diện lần thứ hai vào ngày 13/9 nhé. Xem chi tiết sự kiện tại https://t.co/2uFJdCZo8a và tìm hiểu thêm về công việc của chị Betty ở #PGH tại đây: https://t.co/NBjXtFnwuZ https://t.co/UNmAqTuJaF,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Có muốn tham gia cùng chị hàng xóm @BettyHCruz của chúng mình góp sức cho công việc hòa nhập dân nhập cư không? Tham dự Hội nghị Thường niên Toàn diện lần thứ hai vào ngày 13/9 nhé. Xem chi tiết sự kiện tại https://t.co/2uFJdCZo8a và tìm hiểu thêm về công việc của chị Betty ở #PGH tại đây: https://t.co/NBjXtFnwuZ https://t.co/UNmAqTuJaF [/INST] Non HS. The given text is inviting and inclusive in nature, and does not contain any explicit or implicit hate speech."
